code,label1,label2,county,pop,mort_ratio,unemploy,poverty,male_exp,fem_exp
E02002796,Derby 001,Derby ,Derbyshire,5977,69.3,1.6,11.3,84.8,86.7
E02002797,Derby 002,Derby ,Derbyshire,7256,67.2,1.5,12.7,82.9,89
E02002798,Derby 003,Derby ,Derbyshire,9655,71.2,2,10.3,82.4,86.8
E02002799,Derby 004,Derby ,Derbyshire,5993,103.7,4.8,21.2,78.4,81.6
E02002800,Derby 005,Derby ,Derbyshire,6960,135.5,3,17.7,80.9,80.2
E02002801,Derby 006,Derby ,Derbyshire,7389,79.6,3.5,16.7,82.6,84.2
E02002802,Derby 007,Derby ,Derbyshire,7851,152.4,7.8,29.7,74.9,76.9
E02002803,Derby 008,Derby ,Derbyshire,8610,133.1,4.9,28,74.6,79.4
E02002804,Derby 009,Derby ,Derbyshire,8717,94.7,5,21.4,77,83.4
E02002805,Derby 010,Derby ,Derbyshire,5425,88.2,2.3,10.4,80,85.5
E02002806,Derby 011,Derby ,Derbyshire,6312,136.2,6.8,24.8,73.5,81.4
E02002807,Derby 012,Derby ,Derbyshire,8632,97.2,5.2,15.8,78.9,83.8
E02002808,Derby 013,Derby ,Derbyshire,13142,166.5,8.8,33.6,N/A - not available,78.3
E02002809,Derby 014,Derby ,Derbyshire,6702,143.9,4.1,17.1,75.9,79.4
E02002810,Derby 015,Derby ,Derbyshire,8484,77,2.4,10.3,83.1,85.6
E02002811,Derby 016,Derby ,Derbyshire,11482,121.6,14.4,49.1,74.9,82
E02002812,Derby 017,Derby ,Derbyshire,7567,141,4.1,19.6,77.8,78.8
E02002813,Derby 018,Derby ,Derbyshire,11785,171.4,14.5,53.9,73.4,77.2
E02002814,Derby 019,Derby ,Derbyshire,6912,107.6,2.3,13.6,78.6,84
E02002815,Derby 020,Derby ,Derbyshire,8876,91.5,12.7,34.8,78.3,83.5
E02002816,Derby 021,Derby ,Derbyshire,9476,66.4,2.6,14.6,82.3,88.3
E02002817,Derby 022,Derby ,Derbyshire,6182,92.9,3,15.4,80.9,84.1
E02002818,Derby 023,Derby ,Derbyshire,8584,176.8,9.6,30.7,73.6,77.4
E02002819,Derby 024,Derby ,Derbyshire,7863,104.2,4.9,19.4,78.5,81.8
E02002820,Derby 025,Derby ,Derbyshire,9594,124.8,6.5,24.9,74.9,80.3
E02002821,Derby 026,Derby ,Derbyshire,12060,139.8,9.1,32.9,74.8,79.5
E02002822,Derby 027,Derby ,Derbyshire,6630,93,4.4,19,79.6,84.5
E02002823,Derby 028,Derby ,Derbyshire,7306,112.1,5.2,22,76.9,80.6
E02002824,Derby 029,Derby ,Derbyshire,9883,111.2,7,27.8,78.6,81.3
E02002825,Derby 030,Derby ,Derbyshire,8523,133.3,3.4,16.6,77.5,80.7
E02002826,Derby 031,Derby ,Derbyshire,6986,78.7,2.9,16.7,79.8,85.7
E02002827,Leicester 001,Leicester ,Leicestershire,6344,122.7,6.4,25.9,76.6,81.4
E02002828,Leicester 002,Leicester ,Leicestershire,7568,91.6,5.1,23.5,79.1,85.4
E02002829,Leicester 003,Leicester ,Leicestershire,11204,139.1,9.5,35.7,75.3,78.6
E02002830,Leicester 004,Leicester ,Leicestershire,10069,94.9,9.1,33.9,80,86.7
E02002831,Leicester 005,Leicester ,Leicestershire,6687,127.2,6.5,29.5,76.6,81.7
E02002832,Leicester 006,Leicester ,Leicestershire,9223,105.7,5.9,38.4,76.6,83.2
E02002833,Leicester 007,Leicester ,Leicestershire,8404,89.9,5.2,34.6,78,86
E02002834,Leicester 008,Leicester ,Leicestershire,11737,80.7,4.2,20.1,80.7,86.1
E02002835,Leicester 009,Leicester ,Leicestershire,14604,116.8,4.7,22.3,77.2,82.3
E02002836,Leicester 010,Leicester ,Leicestershire,9644,97.5,5.2,40.2,79.2,83.8
E02002837,Leicester 011,Leicester ,Leicestershire,8514,129.5,7.9,42.8,75.1,82.3
E02002838,Leicester 012,Leicester ,Leicestershire,8015,158.6,10.7,36.7,72.5,78
E02002839,Leicester 013,Leicester ,Leicestershire,7862,116.5,5.7,24,76,80.6
E02002842,Leicester 016,Leicester ,Leicestershire,8592,126.1,8.1,32.9,75,83.4
E02002843,Leicester 017,Leicester ,Leicestershire,14193,111.2,5.5,45.3,78.2,82
E02002844,Leicester 018,Leicester ,Leicestershire,11531,112.6,8.7,57,76.4,82.7
E02002845,Leicester 019,Leicester ,Leicestershire,10770,133.3,7.4,35.8,76,79.4
E02002846,Leicester 020,Leicester ,Leicestershire,7039,112.1,4.1,17.1,78.9,81.5
E02002847,Leicester 021,Leicester ,Leicestershire,10009,98,5.3,33,77.2,84.7
E02002848,Leicester 022,Leicester ,Leicestershire,11193,100.3,8.3,45.2,78.4,85
E02002849,Leicester 023,Leicester ,Leicestershire,14638,146,6.3,36.4,74.5,80.5
E02002851,Leicester 025,Leicester ,Leicestershire,8258,87.1,4.7,23,81.9,85.3
E02002852,Leicester 026,Leicester ,Leicestershire,6895,152.7,10.8,43.2,73,78.8
E02002853,Leicester 027,Leicester ,Leicestershire,13199,82.9,6.8,33.1,80.1,86.3
E02002854,Leicester 028,Leicester ,Leicestershire,8149,181.2,8.7,34.2,72.8,77.6
E02002855,Leicester 029,Leicester ,Leicestershire,8066,101.7,5.5,22.2,78.4,83.5
E02002856,Leicester 030,Leicester ,Leicestershire,11613,130.4,3.7,22.1,75.8,81.4
E02002857,Leicester 031,Leicester ,Leicestershire,6694,104.5,7.2,24,75.7,83.6
E02002858,Leicester 032,Leicester ,Leicestershire,6865,109.2,2.3,16.3,81.3,84.2
E02002860,Leicester 034,Leicester ,Leicestershire,7757,137.5,5.2,20.2,79.4,80.4
E02002861,Leicester 035,Leicester ,Leicestershire,7393,132.7,9.9,36.6,74.5,80.2
E02002862,Leicester 036,Leicester ,Leicestershire,7923,122.6,8.1,32.8,75.5,80.1
E02002863,Rutland 001,Rutland ,Rutland,8087,72.7,1.7,13.8,83.2,86.2
E02002864,Rutland 002,Rutland ,Rutland,8046,101,2.8,14.8,82.1,82.9
E02002865,Rutland 003,Rutland ,Rutland,7955,70.3,2.7,14.3,81.6,88.4
E02002866,Rutland 004,Rutland ,Rutland,7590,84,2,13.3,83.6,86
E02002867,Rutland 005,Rutland ,Rutland,8798,72.3,2.4,16.9,84.4,85.7
E02002868,Nottingham 001,Nottingham ,Nottinghamshire,5764,92.5,5.4,17.2,79.8,84
E02002869,Nottingham 002,Nottingham ,Nottinghamshire,7574,139.2,10.6,36.6,74.3,78.6
E02002871,Nottingham 004,Nottingham ,Nottinghamshire,7588,115,6.4,21.6,76.8,82
E02002872,Nottingham 005,Nottingham ,Nottinghamshire,8754,151.1,10.6,31.8,73.4,77.9
E02002873,Nottingham 006,Nottingham ,Nottinghamshire,9500,126.6,8.8,29.1,76.8,80.7
E02002874,Nottingham 007,Nottingham ,Nottinghamshire,8300,104.2,7,22.6,77.4,83.3
E02002875,Nottingham 008,Nottingham ,Nottinghamshire,8630,125.9,8.3,29.3,75.5,80.9
E02002876,Nottingham 009,Nottingham ,Nottinghamshire,8150,106.8,6.4,25.5,77.7,82.9
E02002877,Nottingham 010,Nottingham ,Nottinghamshire,7768,110.6,5.2,20.5,76.9,81.8
E02002878,Nottingham 011,Nottingham ,Nottinghamshire,9661,137.4,10.1,36.5,75.6,79.6
E02002879,Nottingham 012,Nottingham ,Nottinghamshire,9844,118.4,7.7,23.1,N/A - not available,82.1
E02002880,Nottingham 013,Nottingham ,Nottinghamshire,9102,130.6,9.7,34.1,77.2,79.7
E02002881,Nottingham 014,Nottingham ,Nottinghamshire,6880,159.5,8.3,34.1,75.8,77.8
E02002882,Nottingham 015,Nottingham ,Nottinghamshire,8618,125.6,6.6,27.2,78.5,80.5
E02002883,Nottingham 016,Nottingham ,Nottinghamshire,7942,150.5,7.8,27.2,75.2,79.6
E02002884,Nottingham 017,Nottingham ,Nottinghamshire,7120,162.6,11.6,41.5,74,77.4
E02002885,Nottingham 018,Nottingham ,Nottinghamshire,9332,159.4,15.1,50,74.1,78.1
E02002886,Nottingham 019,Nottingham ,Nottinghamshire,9782,93.2,7.5,26.6,80.1,83.3
E02002887,Nottingham 020,Nottingham ,Nottinghamshire,6492,151.9,7.2,31.7,71.5,77.1
E02002888,Nottingham 021,Nottingham ,Nottinghamshire,7619,139.1,10.2,37.8,74.4,81
E02002889,Nottingham 022,Nottingham ,Nottinghamshire,13877,167.8,3.6,50.4,N/A - not available,77.3
E02002890,Nottingham 023,Nottingham ,Nottinghamshire,14483,143.1,4.6,49.9,75.2,77.1
E02002891,Nottingham 024,Nottingham ,Nottinghamshire,8139,103.7,6.5,22.8,79.2,82.4
E02002892,Nottingham 025,Nottingham ,Nottinghamshire,6096,128.3,6.6,28.6,75.9,79.2
E02002893,Nottingham 026,Nottingham ,Nottinghamshire,16371,131.9,5.7,45.6,75.3,80.5
E02002894,Nottingham 027,Nottingham ,Nottinghamshire,7050,85.2,2.8,16.6,81.3,84.9
E02002895,Nottingham 028,Nottingham ,Nottinghamshire,8861,73.5,2.3,30.4,78.7,90.7
E02002896,Nottingham 029,Nottingham ,Nottinghamshire,10631,117.2,10.8,41.1,77.7,80.6
E02002897,Nottingham 030,Nottingham ,Nottinghamshire,8179,63.1,3,16.7,83.4,89
E02002898,Nottingham 031,Nottingham ,Nottinghamshire,11275,111.4,2,34.6,75.6,80.2
E02002899,Nottingham 032,Nottingham ,Nottinghamshire,11554,97.5,1.7,26.8,77.3,83
E02002901,Nottingham 034,Nottingham ,Nottinghamshire,6146,100.2,3.7,16.6,79.9,84.8
E02002902,Nottingham 035,Nottingham ,Nottinghamshire,9241,119.9,5.6,27.3,77.2,81.4
E02002903,Nottingham 036,Nottingham ,Nottinghamshire,6184,95.7,6.9,25,79.3,83.6
E02002904,Nottingham 037,Nottingham ,Nottinghamshire,6038,120.6,6.3,27,77.9,79.3
E02004029,Amber Valley 001,Amber Valley ,Derbyshire,7156,115.4,4.8,23,76.4,81.9
E02004030,Amber Valley 002,Amber Valley ,Derbyshire,6027,91.7,2.2,15,81,84.2
E02004031,Amber Valley 003,Amber Valley ,Derbyshire,7895,137.3,6.7,29.1,75.4,79.1
E02004032,Amber Valley 004,Amber Valley ,Derbyshire,8562,85.2,2.6,15.7,81,85.2
E02004033,Amber Valley 005,Amber Valley ,Derbyshire,9177,118.3,3.9,18.7,78.5,80.3
E02004034,Amber Valley 006,Amber Valley ,Derbyshire,7277,82.6,2.4,11.9,81,85.6
E02004035,Amber Valley 007,Amber Valley ,Derbyshire,6677,79.9,1.6,13.5,81.9,83.9
E02004036,Amber Valley 008,Amber Valley ,Derbyshire,10427,121.1,4.1,21.2,78.5,81.8
E02004037,Amber Valley 009,Amber Valley ,Derbyshire,8167,72.2,1.9,9.9,81,88
E02004038,Amber Valley 010,Amber Valley ,Derbyshire,7832,122.4,3.1,18.2,80.1,81.1
E02004039,Amber Valley 011,Amber Valley ,Derbyshire,8100,80.6,1.7,13.6,82.3,85.8
E02004040,Amber Valley 012,Amber Valley ,Derbyshire,9754,99.9,2.8,16,80.3,83.2
E02004041,Amber Valley 013,Amber Valley ,Derbyshire,7452,120.9,3.7,16.8,77.8,80.9
E02004043,Amber Valley 015,Amber Valley ,Derbyshire,7394,95.3,2.4,15.5,80.2,83.7
E02004044,Amber Valley 016,Amber Valley ,Derbyshire,8820,78,1.6,14.2,84.4,84.9
E02004045,Bolsover 001,Bolsover ,Derbyshire,9812,111.4,2.5,16.1,79.2,82.2
E02004046,Bolsover 002,Bolsover ,Derbyshire,6346,99.7,2.8,17.3,79,83.5
E02004047,Bolsover 003,Bolsover ,Derbyshire,6408,163.9,5.3,24.7,75.4,77.9
E02004048,Bolsover 004,Bolsover ,Derbyshire,7072,120.6,5.3,25.7,76.9,81.7
E02004049,Bolsover 005,Bolsover ,Derbyshire,7863,114,2.6,17.9,78.6,81.6
E02004050,Bolsover 006,Bolsover ,Derbyshire,7908,135.3,3.5,24.8,76.4,81.4
E02004051,Bolsover 007,Bolsover ,Derbyshire,10222,125.2,4.2,22.6,77.2,81.9
E02004052,Bolsover 008,Bolsover ,Derbyshire,8684,113.4,3.1,17.8,77.4,82.9
E02004053,Bolsover 009,Bolsover ,Derbyshire,7913,103.6,4.2,22.5,78.5,83.2
E02004054,Bolsover 010,Bolsover ,Derbyshire,9077,111.8,3.7,17.1,80.2,81.9
E02004055,Chesterfield 001,Chesterfield ,Derbyshire,7151,111,4.7,20.2,79.1,81
E02004056,Chesterfield 002,Chesterfield ,Derbyshire,7914,152.7,5.2,24.9,75.1,78.9
E02004057,Chesterfield 003,Chesterfield ,Derbyshire,7886,110.7,4,19.4,78.2,81.3
E02004058,Chesterfield 004,Chesterfield ,Derbyshire,7895,115.7,6.2,26.2,77.3,81
E02004059,Chesterfield 005,Chesterfield ,Derbyshire,7098,129,3,15.8,79,80.8
E02004060,Chesterfield 006,Chesterfield ,Derbyshire,7654,115.3,3.9,19.5,78,81.1
E02004061,Chesterfield 007,Chesterfield ,Derbyshire,7624,110.7,4.5,21.4,76.6,82.9
E02004062,Chesterfield 008,Chesterfield ,Derbyshire,7788,108.2,4,19.3,77,83.6
E02004063,Chesterfield 009,Chesterfield ,Derbyshire,7929,92.4,2.7,13.2,80.6,84.2
E02004064,Chesterfield 010,Chesterfield ,Derbyshire,9737,136.6,6,23.8,76.4,79.7
E02004065,Chesterfield 011,Chesterfield ,Derbyshire,8060,77.1,1.8,10.3,81.6,86.9
E02004066,Chesterfield 012,Chesterfield ,Derbyshire,11632,121.1,2.9,16.1,78.9,81
E02004067,Chesterfield 013,Chesterfield ,Derbyshire,6562,121.9,7.7,30.9,75.1,82.4
E02004068,Derbyshire Dales 001,Derbyshire Dales ,Derbyshire,7333,79.5,1.6,15.7,82.8,85.4
E02004069,Derbyshire Dales 002,Derbyshire Dales ,Derbyshire,6337,82.9,1.6,13.9,81.3,85.2
E02004070,Derbyshire Dales 003,Derbyshire Dales ,Derbyshire,6138,110.6,1.8,16.5,80.6,83.6
E02004071,Derbyshire Dales 004,Derbyshire Dales ,Derbyshire,5040,77.1,2.1,16.1,81.9,86.1
E02004072,Derbyshire Dales 005,Derbyshire Dales ,Derbyshire,9396,100.9,2.2,12.5,79.4,84.4
E02004073,Derbyshire Dales 006,Derbyshire Dales ,Derbyshire,9190,82.3,3.4,19.1,79.8,85.8
E02004074,Derbyshire Dales 007,Derbyshire Dales ,Derbyshire,6138,86.4,2.2,17.4,80.2,85
E02004075,Derbyshire Dales 008,Derbyshire Dales ,Derbyshire,7166,90.8,1.8,15.9,80.4,84.7
E02004076,Derbyshire Dales 009,Derbyshire Dales ,Derbyshire,7507,91.9,2.8,20.5,81,85.1
E02004077,Derbyshire Dales 010,Derbyshire Dales ,Derbyshire,8177,70.7,1.9,13,83.5,86.4
E02004078,Erewash 001,Erewash ,Derbyshire,7117,112,7.5,30.2,75.9,81.3
E02004080,Erewash 003,Erewash ,Derbyshire,9904,131.9,6,23.4,75.1,81
E02004081,Erewash 004,Erewash ,Derbyshire,5943,69,2.2,12.9,82,89.7
E02004082,Erewash 005,Erewash ,Derbyshire,6174,107.6,1.6,11.5,82.2,82.1
E02004083,Erewash 006,Erewash ,Derbyshire,8226,89.4,3.6,17.2,82,83.6
E02004084,Erewash 007,Erewash ,Derbyshire,6146,109.1,4.3,25.2,78.2,81
E02004085,Erewash 008,Erewash ,Derbyshire,9033,102.1,3.6,16.6,78.9,82.9
E02004086,Erewash 009,Erewash ,Derbyshire,7320,105.4,3.2,13.9,79.3,83.4
E02004087,Erewash 010,Erewash ,Derbyshire,7888,99.8,4.8,20.2,78.8,82.4
E02004088,Erewash 011,Erewash ,Derbyshire,7805,88.8,1.8,11.9,81.7,84.6
E02004089,Erewash 012,Erewash ,Derbyshire,7222,124.8,6.9,26.1,76.3,79.7
E02004090,Erewash 013,Erewash ,Derbyshire,6166,93.7,2.7,15.3,79.3,83.8
E02004091,Erewash 014,Erewash ,Derbyshire,9415,97.8,3.5,12.6,80.2,84.4
E02004092,Erewash 015,Erewash ,Derbyshire,9871,89.5,3.6,16.1,80.6,85.1
E02004093,High Peak 001,High Peak ,Derbyshire,6337,125.2,3.5,16.5,76.3,82.1
E02004094,High Peak 002,High Peak ,Derbyshire,7297,144.5,4.8,24.1,75.6,79
E02004095,High Peak 003,High Peak ,Derbyshire,10301,108.6,4,20.1,79,82.7
E02004096,High Peak 004,High Peak ,Derbyshire,9669,84.7,2,11.8,82.7,84.7
E02004097,High Peak 005,High Peak ,Derbyshire,7785,79.9,2.5,13.7,82.9,84.8
E02004098,High Peak 006,High Peak ,Derbyshire,7205,107,3.3,17.8,78.9,82.5
E02004100,High Peak 008,High Peak ,Derbyshire,8085,84.9,2.4,15.3,82.2,84.3
E02004102,High Peak 010,High Peak ,Derbyshire,8407,139,5,24.1,76.8,79.4
E02004103,High Peak 011,High Peak ,Derbyshire,7107,123.6,4.3,21.5,76.7,81.9
E02004104,High Peak 012,High Peak ,Derbyshire,7420,76.5,1.9,11.2,80.2,86.5
E02004105,North East Derbyshire 001,North East Derbyshire ,Derbyshire,9541,116.3,3.2,15.1,79.2,82
E02004106,North East Derbyshire 002,North East Derbyshire ,Derbyshire,6639,95.2,2.2,12.4,80.3,85
E02004108,North East Derbyshire 004,North East Derbyshire ,Derbyshire,7514,122.4,3.9,14.5,78.8,82.5
E02004109,North East Derbyshire 005,North East Derbyshire ,Derbyshire,6736,82.2,1.6,11.5,82.4,84.9
E02004110,North East Derbyshire 006,North East Derbyshire ,Derbyshire,7402,72.1,1.5,10.1,84.1,85.7
E02004111,North East Derbyshire 007,North East Derbyshire ,Derbyshire,5749,94.6,2.9,17.9,80.8,83.1
E02004112,North East Derbyshire 008,North East Derbyshire ,Derbyshire,6512,87.2,1.7,12.7,82.5,85
E02004113,North East Derbyshire 009,North East Derbyshire ,Derbyshire,10112,142.2,4.9,26.5,74.8,79.4
E02004114,North East Derbyshire 010,North East Derbyshire ,Derbyshire,8036,92.7,2.1,14.4,81.5,83.5
E02004115,North East Derbyshire 011,North East Derbyshire ,Derbyshire,9278,110.6,2.9,17.8,79.1,83.7
E02004116,North East Derbyshire 012,North East Derbyshire ,Derbyshire,8378,131.3,4.9,27.5,76.9,80.3
E02004117,North East Derbyshire 013,North East Derbyshire ,Derbyshire,7947,118.3,3.7,19.6,78.5,81.8
E02004118,South Derbyshire 001,South Derbyshire ,Derbyshire,7681,89.6,2.4,14.4,81.1,83.8
E02004119,South Derbyshire 002,South Derbyshire ,Derbyshire,12146,103.9,1.6,12.5,79.5,83.4
E02004120,South Derbyshire 003,South Derbyshire ,Derbyshire,10521,84.7,2.5,13.7,81.5,84.1
E02004121,South Derbyshire 004,South Derbyshire ,Derbyshire,8893,76.2,2.5,14.7,81.5,87
E02004122,South Derbyshire 005,South Derbyshire ,Derbyshire,7166,100.1,1.3,13.3,79.8,84.8
E02004123,South Derbyshire 006,South Derbyshire ,Derbyshire,6868,100.6,2.3,13.6,79.3,85.1
E02004124,South Derbyshire 007,South Derbyshire ,Derbyshire,7850,87.9,3.8,16.4,80,84.9
E02004125,South Derbyshire 008,South Derbyshire ,Derbyshire,9239,108,4.1,18.1,76.7,83
E02004126,South Derbyshire 009,South Derbyshire ,Derbyshire,7652,126.8,3.5,19,77.2,80.5
E02004128,South Derbyshire 011,South Derbyshire ,Derbyshire,11684,112.8,2.7,16.1,78.7,81.5
E02005334,Blaby 002,Blaby ,Leicestershire,6116,72.9,2.2,9.8,82.6,86.7
E02005335,Blaby 003,Blaby ,Leicestershire,7272,110.7,2.2,13.9,81.1,82.7
